timestamp,theta
0.0,1.0471975511965976
0.01,1.0471112080130258
0.02,1.0468531171797804
0.03,1.046424759821534
0.04,1.0458276550633232
0.05,1.0450632711950025
0.06,1.0441331003129997
0.07,1.0430386385574564
0.08,1.0417813861025713
0.09,1.0403628472104205
0.1,1.0387845295587583
0.11,1.0370479448744578
0.12,1.0351546092116348
0.13,1.0331060408640864
0.14,1.0309037623270034
0.15,1.0285492996320096
0.16,1.02604418237191
0.17,1.0233899437274312
0.18,1.0205881203700986
0.19,1.017640252558313
0.2,1.0145478841644984
0.21,1.011312562632429
0.22,1.007935838961902
0.23,1.004419267799904
0.24,1.0007644077065496
0.25,0.996972820825034
0.26,0.9930460729937186
0.27,0.988985734029713
0.28,0.9847933777880814
0.29,0.9804705819485838
0.3,0.9760189281846636
0.31,0.9714400023318
0.32,0.9667353943435844
0.33,0.9619066983379931
0.34,0.9569555126977523
0.35000000000000003,0.9518834402001941
0.36,0.9466920879788115
0.37,0.9413830676129006
0.38,0.9359579951896119
0.39,0.9304184913617157
0.4,0.9247661814139853
0.41000000000000003,0.9190026953092517
0.42,0.913129667623524
0.43,0.9071487377328964
0.44,0.901061549856553
0.45,0.8948697530869807
0.46,0.8885750014404533
0.47000000000000003,0.8821789537501039
0.48,0.8756832735036183
0.49,0.8690896293090535
0.5,0.8623996947429616
0.51,0.8556151483619312
0.52,0.8487376737084307
0.53,0.8417689589319775
0.54,0.8347106970577565
0.55,0.8275645860947375
0.56,0.8203323288932838
0.5700000000000001,0.8130156331147796
0.58,0.8056162111383094
0.59,0.7981357798024835
0.6,0.7905760606568547
0.61,0.7829387798062162
0.62,0.7752256678181221
0.63,0.7674384596420837
0.64,0.7595788943320553
0.65,0.751648714963264
0.66,0.7436496687217717
0.67,0.7355835066701475
0.68,0.7274519836139052
0.6900000000000001,0.7192568579405902
0.7000000000000001,0.7109998912874077
0.71,0.7026828485742308
0.72,0.6943074978059287
0.73,0.685875609856931
0.74,0.677388958275478
0.75,0.6688493190507436
0.76,0.6602584703622641
0.77,0.6516181924343399
0.78,0.6429302672637399
0.79,0.6341964783754644
0.8,0.6254186105681206
0.81,0.6165984496632443
0.8200000000000001,0.6077377822204216
0.8300000000000001,0.5988383952519191
0.84,0.5899020759352764
0.85,0.5809306113124015
0.86,0.5719257879792148
0.87,0.5628893917659868
0.88,0.5538232075430852
0.89,0.5447290188396565
0.9,0.5356086073814476
0.91,0.5264637528179082
0.92,0.5172962323662094
0.93,0.5081078204467252
0.9400000000000001,0.4989002883099845
0.9500000000000001,0.48967540387168484
0.96,0.4804349314771352
0.97,0.47118063102943636
0.98,0.46191425783353907
0.99,0.4526375622146012
1.0,0.44335228912641983
1.01,0.43406017775471073
1.02,0.4247629611965453
1.03,0.41546236625838273
1.04,0.4061601126944276
1.05,0.39685791293415584
1.06,0.3875574716954247
1.07,0.3782604855803014
1.08,0.3689686426689355
1.09,0.3596836221481671
1.1,0.3504070941309091
1.11,0.3411407189499912
1.12,0.3318861468257113
1.1300000000000001,0.32264501750087504
1.1400000000000001,0.3134189598457073
1.1500000000000001,0.30420959146441795
1.16,0.2950185183107312
1.17,0.28584733441854876
1.18,0.27669762139865656
1.19,0.267570948056091
1.2,0.2584688700464048
1.21,0.24939292950798184
1.22,0.24034465469930594
1.23,0.23132555964151036
1.24,0.22233714376139382
1.25,0.21338089154888085
1.26,0.2044582722205695
1.27,0.19557073938489256
1.28,0.18671973071671635
1.29,0.17790666763952734
1.3,0.1691329550155888
1.31,0.1603999807953814
1.32,0.15170911571573453
1.33,0.1430617130891832
1.34,0.13445910848670073
1.35,0.12590261946705383
1.36,0.11739354531669506
1.37,0.10893316679964336
1.3800000000000001,0.10052274585677548
1.3900000000000001,0.09216352527997938
1.4000000000000001,0.08385672869359283
1.41,0.0756035602536866
1.42,0.06740520443561276
1.43,0.05926282583720335
1.44,0.051177568992567125
1.45,0.043150558196678075
1.46,0.03518289725775558
1.47,0.027275669260368583
1.48,0.019429936636832186
1.49,0.011646740926602152
1.5,0.00392710263979287
1.51,-0.003727978866231798
1.52,-0.011317525500516776
